press_id,cycle_index,activation_no,i_inrush_peak_a,t_inrush_ms,i2t_activation_a2s,t_hf_min,i_anode_a,u_anode_v,damage_true,fuse_blown,split
P15,9,2,622.6,18.11,2340.3,4.77,6.946,7040.2,0.14062,0,test
P15,10,1,800.9,18.6,3977.2,6.72,6.883,7024.8,0.15047,0,test
P15,10,2,722.0,18.67,3244.5,4.21,6.886,6985.0,0.15913,0,test
P15,11,1,848.9,19.84,4766.0,8.11,6.863,7038.1,0.1718,0,test
P15,11,2,704.5,14.27,2360.7,7.48,6.86,7033.5,0.17703,0,test
P15,12,1,785.2,18.23,3745.9,5.85,6.893,7029.9,0.18715,0,test
P15,12,2,739.6,19.23,3505.6,5.12,6.901,7034.3,0.19637,0,test
P15,12,3,712.9,15.61,2644.0,5.41,6.899,7010.4,0.20239,0,test
P15,13,1,774.0,16.39,3273.8,4.41,7.102,7034.2,0.21167,0,test
P15,13,2,718.3,17.16,2951.4,4.94,7.075,6986.8,0.21844,0,test
P15,13,3,687.0,14.29,2247.4,5.91,7.084,6994.3,0.22414,0,test
P15,14,1,699.2,18.53,3019.8,5.62,6.862,7038.6,0.23116,0,test
P15,14,2,721.6,17.42,3022.8,5.2,6.875,7045.9,0.23798,0,test
P15,15,1,717.5,17.11,2936.9,7.28,6.981,7038.0,0.24476,0,test
P15,15,2,784.5,24.99,5125.8,6.67,6.996,7046.1,0.25798,0,test
P15,16,1,746.6,19.2,3567.9,9.49,6.946,7022.7,0.26766,0,test
P15,16,2,688.0,17.87,2819.7,8.16,6.965,7036.7,0.27471,0,test
P15,17,1,825.6,12.74,2894.8,4.31,6.965,7020.9,0.28093,0,test
P15,17,2,727.8,19.15,3381.5,4.87,6.945,6992.9,0.28906,0,test
P15,18,1,846.4,18.24,4354.8,5.72,6.835,6996.4,0.30101,0,test
P15,18,2,688.8,14.32,2264.9,4.83,6.84,6991.9,0.30629,0,test
P15,19,1,894.8,17.2,4590.8,5.89,6.895,7036.4,0.32014,0,test
P15,19,2,711.3,19.72,3326.9,7.41,6.866,6999.7,0.32754,0,test
P15,20,1,734.0,16.55,2971.6,4.49,6.847,7014.1,0.33465,0,test
P15,20,2,776.9,13.52,2720.2,3.32,6.804,7032.6,0.34094,0,test
P15,20,3,696.9,22.99,3722.7,3.4,6.814,7021.9,0.35104,0,test
P15,21,1,725.0,17.98,3150.6,7.79,6.921,7008.4,0.35952,0,test
P15,21,2,687.7,21.29,3356.7,7.72,6.925,6989.9,0.36799,0,test
P15,22,1,822.1,19.58,4411.5,4.59,6.876,6993.4,0.3799,0,test
P15,22,2,744.3,15.17,2800.5,5.34,6.877,7016.3,0.38687,0,test
P15,23,1,822.5,16.73,3772.4,6.95,6.741,7040.9,0.39682,0,test
P15,23,2,764.4,21.36,4159.9,5.38,6.753,7035.0,0.40993,0,test
P15,24,1,838.3,16.11,3772.6,4.79,6.951,7001.2,0.41964,0,test
P15,24,2,754.9,16.77,3186.3,4.64,6.949,7022.8,0.42805,0,test
P15,24,3,673.7,20.63,3120.6,4.14,6.949,7004.5,0.43599,0,test
P15,25,1,796.9,16.33,3455.7,5.85,6.857,6999.5,0.44404,0,test
P15,25,2,686.6,18.08,2841.7,6.47,6.842,7026.4,0.4497,0,test
P15,26,1,764.0,16.23,3157.7,8.51,6.879,7016.1,0.45722,0,test
P15,26,2,763.3,18.67,3625.6,8.22,6.864,7001.7,0.46649,0,test
P15,27,1,781.6,18.54,3774.6,6.67,6.861,7016.3,0.47711,0,test
P15,27,2,704.4,18.3,3026.0,7.05,6.865,7009.5,0.48429,0,test
P15,28,1,780.1,15.5,3144.7,4.29,6.921,7010.7,0.49213,0,test
P15,28,2,684.7,17.83,2785.9,3.78,6.927,7022.4,0.49862,0,test
P15,28,3,639.9,24.0,3275.6,3.6,6.931,6988.7,0.50719,0,test
P15,29,1,819.0,15.98,3573.8,5.21,6.98,7035.6,0.51625,0,test
P15,29,2,602.0,19.97,2411.8,5.36,6.982,7026.9,0.52094,0,test
P15,30,1,844.6,12.53,2979.5,6.76,6.865,7010.8,0.5281,0,test
P15,30,2,752.9,18.92,3574.2,7.55,6.871,7010.6,0.53722,0,test
P15,31,1,773.1,19.36,3857.2,4.98,6.785,7043.3,0.54624,0,test
P15,31,2,793.2,17.07,3580.6,5.64,6.77,7026.8,0.55558,0,test
P15,31,3,799.3,17.84,3798.8,4.58,6.784,7012.3,0.56519,0,test
P15,32,1,802.1,20.31,4356.3,7.0,6.704,6996.1,0.57892,0,test
P15,32,2,769.5,19.26,3802.0,7.32,6.695,7029.4,0.58832,0,test
P15,33,1,850.1,17.74,4273.3,5.63,6.898,7042.5,0.59988,0,test
P15,33,2,686.8,20.16,3169.0,4.61,6.885,7015.6,0.60747,0,test
P15,33,3,716.9,15.0,2569.2,6.16,6.891,7017.9,0.61275,0,test
P15,34,1,851.9,15.14,3662.4,3.81,6.947,7048.7,0.62157,0,test
P15,34,2,701.9,12.88,2114.5,4.69,6.96,7045.6,0.62524,0,test
P15,34,3,772.7,16.0,3184.1,4.73,6.958,7038.6,0.63341,0,test
P15,35,1,851.3,20.64,4987.0,7.19,6.936,7016.8,0.64811,0,test
P15,35,2,718.9,19.19,3305.7,7.82,6.921,6989.5,0.65686,0,test
P15,36,1,791.4,18.03,3763.3,7.83,6.765,7003.8,0.6661,0,test
P15,36,2,716.7,18.02,3085.3,7.93,6.761,7022.1,0.67337,0,test
P15,37,1,842.4,18.37,4346.5,6.69,6.835,6988.5,0.68535,0,test
P15,37,2,741.1,17.1,3129.7,6.66,6.83,6994.8,0.69423,0,test
P15,37,3,722.3,14.39,2501.4,6.65,6.799,6970.6,0.69872,0,test
P15,38,1,835.9,17.76,4137.3,6.46,6.958,6993.6,0.7095,0,test
P15,38,2,777.2,16.32,3286.6,8.6,6.953,7007.8,0.71733,0,test
P15,39,1,822.4,14.75,3325.0,6.39,6.807,7026.0,0.72656,0,test
P15,39,2,716.8,18.11,3102.3,7.85,6.813,7010.9,0.73463,0,test
P15,40,1,842.2,18.48,4370.4,5.41,6.795,7011.5,0.74783,0,test
P15,40,2,753.0,14.53,2747.2,5.98,6.8,7001.6,0.75441,0,test
P15,41,1,860.5,15.21,3754.7,6.74,6.899,6997.4,0.76318,0,test
P15,41,2,829.1,17.74,4063.9,8.33,6.898,6999.1,0.77548,0,test
P15,42,1,932.9,14.93,4331.3,5.89,6.974,7006.6,0.7895,0,test
P15,42,2,727.7,20.62,3640.1,4.41,6.986,7002.4,0.79822,0,test
P15,43,1,838.0,20.51,4801.2,5.46,6.962,7009.0,0.81553,0,test
P15,43,2,781.8,21.53,4387.5,5.08,6.938,7026.7,0.8269,0,test
P15,43,3,821.5,17.39,3911.8,3.85,6.921,7036.7,0.83725,0,test
P15,44,1,842.2,12.52,2960.2,4.12,7.023,7021.7,0.84409,0,test
P15,44,2,786.7,16.01,3303.4,4.35,7.007,6996.3,0.85167,0,test
P15,44,3,742.5,19.39,3562.9,3.61,7.001,7025.6,0.86248,0,test
P15,45,1,751.4,19.41,3652.8,5.63,6.822,7000.9,0.87124,0,test
P15,45,2,830.1,21.72,4988.6,7.11,6.802,7009.6,0.88679,0,test
P15,46,1,858.4,17.72,4351.8,5.91,6.894,7017.7,0.89807,0,test
P15,46,2,794.1,17.87,3755.8,4.34,6.889,7003.4,0.90856,0,test
P15,46,3,770.9,16.07,3182.9,4.54,6.888,7013.1,0.91649,0,test
P15,47,1,872.6,17.66,4481.9,8.28,7.017,7018.2,0.92999,0,test
P15,47,2,869.0,16.99,4276.3,7.49,6.991,7019.2,0.94223,0,test
P15,48,1,873.4,16.45,4181.6,6.96,7.026,7003.5,0.95099,0,test
P15,48,2,766.1,17.06,3337.8,6.92,6.997,7017.3,0.95941,0,test
P15,49,1,910.1,16.5,4555.8,5.75,6.881,7016.7,0.9706,0,test
P15,49,2,790.5,19.25,4010.5,6.29,6.891,7030.4,0.98231,0,test
P15,50,1,851.0,18.55,4477.2,8.9,7.064,7015.7,0.99376,0,test
P15,50,2,767.9,19.3,3792.8,8.87,7.093,7003.2,1.0,1,test
P16,1,1,934.4,17.64,5132.7,5.9,6.907,7000.7,0.00952,0,train
P16,1,2,864.3,16.25,4045.3,6.0,6.908,6996.0,0.01928,0,train
P16,1,3,816.1,18.56,4120.1,6.4,6.905,6987.6,0.02693,0,train
P16,2,1,942.5,16.21,4800.0,6.66,6.969,7012.8,0.03744,0,train
P16,2,2,885.0,24.06,6281.7,7.7,6.95,7030.6,0.054,0,train
P16,3,1,960.5,17.64,5426.1,7.91,6.865,6985.2,0.066,0,train
P16,3,2,879.4,16.3,4203.3,6.8,6.886,6995.3,0.07463,0,train
P16,4,1,931.3,21.88,6325.6,7.65,6.895,6997.5,0.08904,0,train
P16,4,2,830.9,18.11,4167.3,5.93,6.894,6982.8,0.09824,0,train
P16,5,1,990.0,17.57,5742.0,7.69,6.866,6986.3,0.11133,0,train
P16,5,2,810.5,17.88,3916.0,5.63,6.857,7011.0,0.1202,0,train
P16,6,1,1030.8,15.63,5535.8,4.84,6.889,6980.4,0.1342,0,train
P16,6,2,925.9,17.2,4914.5,5.73,6.895,6983.8,0.14552,0,train
P16,6,3,812.5,18.34,4036.8,4.48,6.882,6987.7,0.15498,0,train
P16,7,1,1035.6,13.31,4758.4,4.55,6.856,6976.7,0.16764,0,train
P16,7,2,929.6,15.39,4433.8,4.85,6.876,7008.0,0.17412,0,train
P16,7,3,899.0,14.3,3851.4,3.85,6.862,6991.1,0.18283,0,train
P16,8,1,1014.4,21.74,7455.8,5.69,6.922,6992.0,0.20308,0,train
P16,8,2,859.3,16.45,4048.4,3.76,6.902,6996.8,0.21054,0,train
P16,8,3,896.3,18.18,4866.9,6.23,6.924,7005.0,0.22175,0,train
P16,9,1,908.4,20.28,5579.5,5.23,6.738,6985.5,0.23528,0,train
P16,9,2,984.6,18.19,5878.9,7.12,6.75,7004.4,0.25172,0,train
P16,10,1,1016.3,17.69,6089.7,3.45,6.783,6998.4,0.26825,0,train
P16,10,2,926.4,14.08,4027.0,5.05,6.773,6976.2,0.27617,0,train
P16,10,3,909.1,19.25,5303.3,3.49,6.781,7009.2,0.28827,0,train
P16,11,1,958.3,24.62,7538.2,8.67,6.853,7023.9,0.3082,0,train
P16,11,2,833.2,15.52,3591.4,6.82,6.856,7032.1,0.3165,0,train
P16,12,1,1117.3,17.95,7469.2,3.45,6.81,7025.2,0.33474,0,train
P16,12,2,924.5,18.35,5228.0,3.95,6.823,7036.7,0.34748,0,train
P16,12,3,870.6,15.4,3890.8,7.28,6.819,7033.5,0.35522,0,train
P16,13,1,870.1,21.03,5307.7,4.19,6.971,7019.2,0.36528,0,train
P16,13,2,954.6,17.2,5223.6,5.6,6.961,7017.1,0.37601,0,train
P16,14,1,948.1,23.27,6970.7,7.2,6.876,7037.4,0.39255,0,train
P16,14,2,903.3,18.46,5020.0,6.23,6.861,7014.9,0.40497,0,train
P16,14,3,879.9,18.34,4732.4,6.03,6.888,7030.8,0.41494,0,train
P16,15,1,979.7,18.76,6002.9,4.36,6.692,6984.8,0.42718,0,train
P16,15,2,837.4,19.52,4563.1,5.52,6.69,6989.1,0.43798,0,train
P16,15,3,824.0,20.04,4536.9,5.12,6.694,6993.3,0.44558,0,train
P16,16,1,1063.9,17.12,6460.4,5.28,6.903,7000.4,0.4595,0,train
P16,16,2,940.3,18.84,5552.1,6.87,6.871,6997.8,0.47015,0,train
P16,17,1,994.4,22.11,7288.8,5.91,6.808,7026.8,0.49051,0,train
P16,17,2,929.5,16.82,4843.5,8.66,6.782,7028.7,0.50268,0,train
P16,18,1,1095.3,19.04,7615.0,6.26,6.809,7007.2,0.5224,0,train
P16,18,2,931.7,19.83,5737.5,7.14,6.831,7003.6,0.5366,0,train
P16,19,1,1032.1,20.8,7385.3,7.58,6.905,7005.4,0.55521,0,train
P16,19,2,968.5,19.81,6193.6,6.81,6.902,7008.0,0.57023,0,train
P16,20,1,825.2,18.69,4241.8,7.91,6.914,7012.6,0.58036,0,train
P16,20,2,951.6,16.45,4965.9,8.45,6.934,7017.6,0.58912,0,train
P16,21,1,1072.8,21.95,8420.9,8.67,6.783,7008.8,0.61106,0,train
P16,21,2,836.8,18.36,4284.4,6.63,6.831,6989.8,0.62167,0,train
P16,22,1,1025.4,20.37,7139.9,3.83,6.909,6992.8,0.63698,0,train
P16,22,2,814.5,19.43,4297.4,6.7,6.898,7006.9,0.64554,0,train
P16,22,3,995.6,22.8,7534.2,3.42,6.885,7008.0,0.66221,0,train
P16,23,1,1032.3,19.65,6980.2,7.7,6.726,6982.7,0.68077,0,train
P16,23,2,901.0,16.05,4343.8,8.02,6.757,7003.8,0.69087,0,train
P16,24,1,995.8,17.94,5930.8,5.35,6.908,6978.7,0.70529,0,train
P16,24,2,885.4,16.08,4202.7,7.03,6.92,6987.6,0.71522,0,train
P16,24,3,1058.6,18.82,7029.7,6.75,6.901,6991.9,0.73703,0,train
P16,25,1,993.2,17.56,5773.0,5.46,6.826,7006.0,0.75172,0,train
P16,25,2,971.2,15.19,4775.8,5.3,6.805,7010.3,0.7599,0,train
P16,25,3,974.9,17.52,5550.9,5.56,6.801,7015.8,0.77332,0,train
P16,26,1,901.1,14.21,3846.3,6.01,6.998,6991.4,0.78181,0,train
P16,26,2,974.8,18.88,5979.6,6.75,6.986,6991.7,0.79472,0,train
P16,27,1,980.0,21.27,6808.6,7.99,6.844,7006.7,0.81546,0,train
P16,27,2,928.1,17.77,5101.1,7.79,6.879,7013.7,0.82736,0,train
P16,28,1,966.8,19.04,5933.8,5.83,6.848,6998.7,0.83941,0,train
P16,28,2,946.2,14.57,4348.4,4.0,6.854,7020.9,0.84721,0,train
P16,28,3,854.1,21.22,5159.6,5.95,6.835,6990.0,0.85864,0,train
P16,29,1,1069.4,16.7,6367.3,3.56,6.909,7005.1,0.87593,0,train
P16,29,2,986.1,18.33,5940.3,4.37,6.912,6995.9,0.88892,0,train
P16,29,3,849.8,17.36,4179.4,3.36,6.911,6979.1,0.89807,0,train
P16,30,1,1005.7,21.41,7217.3,7.72,6.821,7011.4,0.91618,0,train
P16,30,2,974.3,13.95,4415.6,8.81,6.866,7006.5,0.92584,0,train
P16,31,1,978.4,17.25,5505.7,4.19,6.871,6977.2,0.93785,0,train
P16,31,2,973.7,19.43,6139.4,3.56,6.871,6960.4,0.95503,0,train
P16,31,3,862.7,19.62,4866.1,4.48,6.879,6970.2,0.96465,0,train
P16,32,1,1083.0,15.4,6020.1,4.19,6.869,7021.4,0.97968,0,train
P16,32,2,945.8,16.96,5057.7,4.04,6.864,7000.1,0.99119,0,train
P16,32,3,965.2,22.26,6913.5,6.38,6.87,7033.6,1.0,1,train
P17,1,1,902.8,16.72,4543.0,4.48,6.733,7033.5,0.01707,0,train
P17,1,2,835.4,17.76,4131.4,5.27,6.735,7045.6,0.03178,0,train
P17,2,1,806.2,16.06,3478.6,7.04,6.812,6989.6,0.04365,0,train
P17,2,2,799.9,16.41,3500.7,7.14,6.846,6990.4,0.0543,0,train
P17,3,1,749.3,17.99,3366.4,8.39,6.779,6999.2,0.06569,0,train
P17,3,2,903.1,17.41,4733.2,6.37,6.766,6992.5,0.08475,0,train
P17,4,1,882.0,17.71,4592.3,6.72,6.707,6992.5,0.10042,0,train
P17,4,2,781.3,18.84,3833.8,6.95,6.69,7006.6,0.11549,0,train
P17,5,1,905.1,19.48,5320.4,6.39,6.813,7014.2,0.13657,0,train
P17,5,2,859.1,18.84,4635.2,6.49,6.786,7003.0,0.153,0,train
P17,6,1,887.8,16.45,4323.0,8.35,6.763,6992.3,0.16728,0,train
P17,6,2,789.4,12.75,2647.5,7.36,6.754,7006.1,0.17523,0,train
P17,7,1,849.3,15.69,3773.3,6.53,6.828,7006.7,0.18971,0,train
P17,7,2,899.7,18.93,5106.3,6.21,6.835,7016.8,0.20955,0,train
P17,7,3,788.4,16.54,3426.7,5.11,6.779,7016.8,0.22,0,train
P17,8,1,829.0,16.93,3877.5,5.7,6.859,6975.2,0.23113,0,train
P17,8,2,864.7,17.72,4416.7,6.37,6.866,6997.2,0.24648,0,train
P17,9,1,888.7,13.78,3627.8,4.67,6.931,6981.5,0.26038,0,train
P17,9,2,818.0,15.45,3446.7,6.25,6.959,6998.4,0.27191,0,train
P17,10,1,948.3,20.84,6246.7,6.02,6.739,6984.1,0.29751,0,train
P17,10,2,892.1,22.53,5975.6,4.59,6.758,6989.8,0.32161,0,train
P17,11,1,884.2,14.8,3855.9,6.87,6.731,6979.3,0.33486,0,train
P17,11,2,747.2,15.41,2867.8,6.44,6.713,6982.0,0.34294,0,train
P17,12,1,886.8,15.78,4135.1,7.02,6.861,6999.3,0.35578,0,train
P17,12,2,769.6,21.98,4340.0,7.72,6.839,6988.1,0.37194,0,train
P17,13,1,928.0,16.04,4604.6,8.11,6.767,6960.0,0.38841,0,train
P17,13,2,851.2,11.62,2806.7,9.04,6.789,6963.7,0.39721,0,train
P17,14,1,946.3,22.7,6776.6,5.04,6.928,6999.9,0.42493,0,train
P17,14,2,920.5,15.76,4451.0,5.7,6.905,6987.6,0.44182,0,train
P17,15,1,903.8,17.71,4821.8,6.42,6.706,6986.6,0.46172,0,train
P17,15,2,931.4,16.93,4895.0,6.52,6.686,6986.5,0.48162,0,train
P17,16,1,1011.5,14.37,4900.1,7.24,6.938,6987.1,0.4968,0,train
P17,16,2,883.0,19.91,5174.9,6.85,6.964,6994.3,0.51628,0,train
P17,17,1,972.9,17.64,5566.7,5.94,6.851,7016.6,0.53841,0,train
P17,17,2,862.4,20.26,5024.0,6.71,6.846,6988.5,0.55615,0,train
P17,18,1,926.8,18.97,5432.8,6.27,6.708,7012.6,0.58022,0,train
P17,18,2,822.0,19.95,4493.9,5.93,6.735,7003.1,0.59849,0,train
P17,19,1,935.8,15.06,4397.3,8.92,6.814,6988.9,0.61431,0,train
P17,19,2,757.6,17.22,3294.0,7.63,6.797,7004.5,0.62574,0,train
P17,20,1,957.7,21.41,6543.9,5.3,6.829,6994.8,0.6512,0,train
P17,20,2,879.5,18.19,4689.3,5.83,6.843,6975.9,0.66913,0,train
P17,21,1,901.8,18.53,5023.7,6.45,6.721,7023.0,0.68846,0,train
P17,21,2,920.7,13.96,3944.2,6.52,6.715,7003.6,0.70084,0,train
P17,22,1,916.8,23.02,6450.6,6.4,6.778,6980.8,0.72526,0,train
P17,22,2,900.6,15.97,4318.1,6.41,6.781,6960.9,0.73968,0,train
P17,23,1,995.8,17.97,5938.8,5.93,6.859,6988.8,0.7645,0,train
P17,23,2,825.5,18.29,4154.1,7.82,6.877,6987.7,0.77839,0,train
P17,24,1,934.9,15.47,4508.9,7.29,6.769,7028.4,0.79715,0,train
P17,24,2,938.2,18.32,5376.7,7.82,6.77,6996.7,0.81914,0,train
P17,25,1,950.4,23.72,7142.3,10.29,6.882,6995.5,0.84854,0,train
P17,25,2,832.1,19.32,4460.3,8.97,6.843,6994.8,0.86342,0,train
P17,26,1,949.4,20.59,6184.8,6.58,6.713,6982.0,0.88315,0,train
P17,26,2,780.1,19.92,4040.2,7.7,6.742,6967.8,0.89642,0,train
P17,27,1,878.4,18.38,4727.5,9.49,6.712,6992.9,0.91205,0,train
P17,27,2,863.5,16.57,4118.3,10.47,6.752,6992.3,0.92721,0,train
P17,28,1,984.6,23.98,7749.2,6.86,6.795,6984.2,0.96569,0,train
P17,28,2,863.6,20.11,4999.0,9.03,6.811,6981.9,0.98529,0,train
P17,29,1,951.6,16.83,5079.3,5.75,6.944,7005.9,1.0,0,train
P17,29,2,927.5,18.47,5294.5,5.94,6.903,6991.6,1.0,0,train
P17,29,3,858.8,18.81,4624.2,6.65,6.922,6993.4,1.0,1,train
P18,1,1,1011.7,17.07,5823.5,8.9,6.963,7003.2,0.01585,0,train
P18,1,2,942.1,17.61,5209.4,9.42,6.958,7026.2,0.03157,0,train
P18,2,1,955.3,13.64,4148.0,6.91,6.923,7007.9,0.04297,0,train
P18,2,2,926.6,23.66,6771.9,8.01,6.93,6985.5,0.06429,0,train
P18,3,1,892.0,20.86,5532.1,7.07,6.986,6997.3,0.07796,0,train
P18,3,2,819.5,20.43,4573.6,6.06,6.976,6995.3,0.08888,0,train
P18,4,1,928.6,16.18,4649.9,4.72,6.985,7026.8,0.10226,0,train
P18,4,2,839.6,17.21,4043.0,5.32,7.001,7053.0,0.11255,0,train
P18,4,3,893.2,10.5,2792.1,3.99,6.98,7039.8,0.11906,0,train
P18,5,1,941.3,15.0,4429.7,8.73,6.929,7001.7,0.13247,0,train
P18,5,2,805.7,18.98,4107.1,8.46,6.922,6997.8,0.14246,0,train
P18,6,1,931.5,14.93,4317.0,6.19,6.939,6988.4,0.15437,0,train
P18,6,2,929.8,17.87,5149.4,6.88,6.941,7005.5,0.1676,0,train
P18,7,1,991.5,15.96,5229.0,8.49,6.957,7023.3,0.18291,0,train
P18,7,2,851.7,16.87,4078.3,7.3,6.945,7007.9,0.19305,0,train
P18,8,1,915.8,21.54,6020.9,3.86,7.045,7011.7,0.21075,0,train
P18,8,2,1018.0,18.91,6533.3,4.94,7.048,7044.0,0.22804,0,train
P18,8,3,912.0,16.25,4506.5,3.64,7.038,7036.9,0.24027,0,train
P18,9,1,937.4,18.53,5426.5,8.28,7.061,7013.1,0.25523,0,train
P18,9,2,891.7,19.49,5165.6,8.38,7.052,6999.5,0.27076,0,train
P18,10,1,945.5,16.08,4790.2,5.93,6.916,7040.4,0.28485,0,train
P18,10,2,956.8,16.08,4906.9,5.34,6.92,7047.3,0.29928,0,train
P18,11,1,1030.6,16.5,5840.5,7.68,7.015,6998.2,0.31989,0,train
P18,11,2,1015.2,17.88,6143.1,9.05,7.012,7009.3,0.33899,0,train
P18,12,1,962.6,19.4,5993.0,5.46,6.957,7000.3,0.35638,0,train
P18,12,2,890.8,21.16,5596.2,4.44,6.956,7002.3,0.36913,0,train
P18,13,1,992.8,19.92,6546.1,6.03,6.938,7010.7,0.38788,0,train
P18,13,2,948.0,19.35,5797.5,6.84,6.954,6998.9,0.40304,0,train
P18,14,1,1028.8,18.27,6444.1,5.0,7.003,7030.8,0.42375,0,train
P18,14,2,890.4,18.78,4961.7,5.04,6.988,7008.3,0.43894,0,train
P18,14,3,905.4,21.72,5933.4,5.94,6.999,7020.5,0.45642,0,train
P18,15,1,910.7,24.1,6661.1,5.51,6.787,7039.5,0.47909,0,train
P18,15,2,875.9,17.16,4388.5,4.77,6.82,6994.7,0.49056,0,train
P18,15,3,893.4,15.29,4068.4,3.8,6.798,7000.8,0.49972,0,train
P18,16,1,988.3,14.92,4858.8,3.54,6.991,7030.8,0.51371,0,train
P18,16,2,939.2,19.0,5586.0,4.62,6.983,7038.4,0.52902,0,train
P18,16,3,897.9,17.6,4729.2,4.38,6.979,7028.1,0.5413,0,train
P18,17,1,963.5,20.2,6249.4,7.5,7.012,7031.4,0.56014,0,train
P18,17,2,934.8,14.81,4312.6,8.35,7.011,7044.6,0.57241,0,train
P18,18,1,984.2,15.67,5059.9,5.86,6.858,7001.0,0.58515,0,train
P18,18,2,934.5,20.95,6100.1,7.38,6.856,7011.1,0.60228,0,train
P18,19,1,929.8,14.57,4199.8,7.29,7.02,7005.3,0.61404,0,train
P18,19,2,911.6,22.14,6133.9,7.54,6.999,7007.1,0.63138,0,train
P18,20,1,974.6,17.85,5651.2,6.66,7.017,6989.7,0.64837,0,train
P18,20,2,909.9,19.69,5433.0,4.72,7.006,6981.4,0.66148,0,train
P18,21,1,1037.0,17.25,6181.4,7.12,7.039,7039.5,0.67837,0,train
P18,21,2,884.5,19.98,5209.9,8.1,7.046,7026.9,0.69132,0,train
P18,22,1,1005.9,21.33,7193.6,5.73,6.986,6979.9,0.71006,0,train
P18,22,2,875.9,22.93,5862.6,4.14,6.987,6995.2,0.72558,0,train
P18,23,1,1106.0,18.03,7351.0,6.97,6.99,7064.7,0.75169,0,train
P18,23,2,890.6,19.17,5068.9,7.55,6.985,7021.6,0.76662,0,train
P18,24,1,874.6,13.17,3357.0,6.37,6.991,7016.6,0.7729,0,train
P18,24,2,977.2,19.14,6092.8,6.52,6.964,7008.0,0.79295,0,train
P18,25,1,981.9,19.71,6335.4,9.71,6.962,7094.2,0.81256,0,train
P18,25,2,872.1,20.27,5139.5,9.88,6.982,7070.6,0.82463,0,train
P18,26,1,995.3,18.07,5966.5,6.79,6.894,7004.0,0.84439,0,train
P18,26,2,963.8,17.98,5567.7,5.46,6.881,6977.3,0.86106,0,train
P18,27,1,1050.9,17.14,6309.4,5.11,6.763,6976.8,0.88399,0,train
P18,27,2,1002.6,13.26,4443.6,4.84,6.77,6977.9,0.89552,0,train
P18,27,3,974.1,18.89,5974.4,4.02,6.809,6998.1,0.9125,0,train
P18,28,1,1031.9,18.61,6604.4,4.72,7.062,7001.6,0.93464,0,train
P18,28,2,896.5,15.35,4112.5,7.06,7.042,7030.4,0.94486,0,train
P18,29,1,1070.8,17.56,6711.8,7.45,6.908,7003.7,0.96334,0,train
P18,29,2,899.2,15.01,4046.1,8.41,6.895,7025.7,0.9742,0,train
P18,30,1,1016.2,17.67,6084.4,5.25,7.057,7007.3,0.99198,0,train
P18,30,2,854.9,18.27,4452.1,4.9,7.049,7020.9,1.0,0,train
P18,30,3,901.1,20.65,5589.0,4.36,7.054,7010.8,1.0,1,train
P19,1,1,849.4,15.45,3715.7,7.18,6.746,6961.5,0.01418,0,train
P19,1,2,780.2,15.7,3185.3,6.66,6.731,6967.0,0.02508,0,train
P19,2,1,760.7,18.67,3600.4,6.52,6.834,6974.6,0.04006,0,train
P19,2,2,690.5,14.08,2238.1,6.66,6.853,6983.9,0.04834,0,train
P19,3,1,860.5,23.32,5756.1,7.14,6.798,6980.0,0.07392,0,train
P19,3,2,758.9,17.84,3424.7,7.67,6.796,6973.7,0.08963,0,train
P19,4,1,799.0,16.25,3459.3,5.21,6.845,7012.3,0.10171,0,train
P19,4,2,748.2,14.89,2778.8,6.0,6.849,7021.4,0.11231,0,train
P19,4,3,790.8,17.45,3638.1,5.76,6.862,7012.3,0.12704,0,train
P19,5,1,829.6,17.92,4111.9,3.43,6.829,6985.3,0.14505,0,train
P19,5,2,770.8,17.67,3500.5,5.45,6.823,7006.3,0.15852,0,train
P19,5,3,686.6,17.74,2787.3,4.25,6.813,6989.6,0.16769,0,train
P19,6,1,860.1,17.91,4417.1,4.7,6.818,6995.4,0.1855,0,train
P19,6,2,778.6,17.29,3493.5,6.14,6.818,7012.2,0.19945,0,train
P19,7,1,781.9,14.44,2942.4,4.31,6.91,6990.0,0.21157,0,train
P19,7,2,784.6,15.02,3082.8,5.44,6.907,6998.3,0.22256,0,train
P19,7,3,746.2,18.62,3456.1,4.89,6.902,6992.1,0.23617,0,train
P19,8,1,802.1,14.77,3166.5,8.26,6.975,6986.5,0.2485,0,train
P19,8,2,787.3,15.11,3123.0,6.86,6.952,6986.6,0.26111,0,train
P19,9,1,816.6,19.67,4372.9,5.55,7.022,7023.8,0.28138,0,train
P19,9,2,792.1,19.57,4093.1,4.4,7.029,7031.7,0.29777,0,train
P19,9,3,822.6,17.31,3905.6,4.71,7.036,7031.1,0.31416,0,train
P19,10,1,873.2,21.83,5548.6,3.91,6.921,6998.9,0.34286,0,train
P19,10,2,736.7,21.83,3948.5,4.49,6.9,6990.9,0.35793,0,train
P19,10,3,817.9,12.02,2679.7,6.7,6.873,6984.7,0.36914,0,train
P19,11,1,820.3,18.29,4102.5,6.58,6.822,6972.5,0.38593,0,train
P19,11,2,761.8,21.88,4232.0,6.91,6.808,6992.0,0.40679,0,train
P19,12,1,888.9,19.15,5043.6,5.55,6.906,7031.0,0.43057,0,train
P19,12,2,758.9,17.55,3369.0,5.75,6.924,7018.3,0.4429,0,train
